seed,n_trials,n_open,n_covered,p_open,p_covered,mean_reward_total,mean_commit_latency,mean_junction_pause_duration,mean_reorientation_count,p_explore_at_junction,n_commit_bound,n_commit_timeout,p_commit_bound,p_commit_timeout
73,100.0,55.0,45.0,0.55,0.45,0.68,4.5,5.5,1.82,1.0,82.0,18.0,0.82,0.18
74,100.0,37.0,63.0,0.37,0.63,0.7,4.44,5.44,1.56,1.0,84.0,16.0,0.84,0.16
75,100.0,47.0,53.0,0.47,0.53,0.62,4.52,5.52,1.84,1.0,83.0,17.0,0.83,0.17
76,100.0,56.0,44.0,0.56,0.44,0.74,4.51,5.51,1.77,1.0,78.0,22.0,0.78,0.22
77,100.0,51.0,49.0,0.51,0.49,0.65,4.63,5.63,2.0,1.0,82.0,18.0,0.82,0.18
78,100.0,41.0,59.0,0.41,0.59,0.69,4.31,5.31,1.47,1.0,84.0,16.0,0.84,0.16
79,100.0,48.0,52.0,0.48,0.52,0.67,4.39,5.39,1.53,1.0,87.0,13.0,0.87,0.13
80,100.0,52.0,48.0,0.52,0.48,0.69,4.5,5.5,1.67,1.0,83.0,17.0,0.83,0.17
81,100.0,51.0,49.0,0.51,0.49,0.7,4.4,5.4,1.64,1.0,85.0,15.0,0.85,0.15
82,100.0,45.0,55.0,0.45,0.55,0.71,4.65,5.65,2.01,1.0,77.0,23.0,0.77,0.23
83,100.0,51.0,49.0,0.51,0.49,0.74,4.42,5.42,1.7,1.0,83.0,17.0,0.83,0.17
84,100.0,53.0,47.0,0.53,0.47,0.61,4.47,5.47,1.69,1.0,79.0,21.0,0.79,0.21
85,100.0,46.0,54.0,0.46,0.54,0.67,4.34,5.34,1.58,1.0,83.0,17.0,0.83,0.17
86,100.0,47.0,53.0,0.47,0.53,0.69,4.54,5.54,1.64,1.0,81.0,19.0,0.81,0.19
87,100.0,52.0,48.0,0.52,0.48,0.7,4.45,5.45,1.78,1.0,86.0,14.0,0.86,0.14
88,100.0,51.0,49.0,0.51,0.49,0.76,4.52,5.52,1.91,1.0,82.0,18.0,0.82,0.18
89,100.0,53.0,47.0,0.53,0.47,0.67,4.42,5.42,1.7,1.0,84.0,16.0,0.84,0.16
90,100.0,57.0,43.0,0.57,0.43,0.78,4.45,5.45,1.74,1.0,78.0,22.0,0.78,0.22
91,100.0,52.0,48.0,0.52,0.48,0.66,4.51,5.51,1.82,1.0,85.0,15.0,0.85,0.15
