seed,metric_value,scenario,metric,ablation
67,0.0,shock,first_post_target_lb,novg
68,0.0,shock,pre_p_target,novg
68,0.0,shock,post_p_target,novg
68,0.0,shock,delta_post_minus_pre_target,novg
68,0.0,shock,post_timeout,novg
68,1.0,shock,post_latency,novg
68,2.0,shock,post_pause,novg
68,0.00923936322372885,shock,first_post_target_prob,novg
68,0.0,shock,first_post_target_prob_wins,novg
68,0.0,shock,first_post_target_choice,novg
68,0.0,shock,first_post_target_lb,novg
69,0.0,shock,pre_p_target,novg
69,0.02857142857142857,shock,post_p_target,novg
69,0.02857142857142857,shock,delta_post_minus_pre_target,novg
69,0.0,shock,post_timeout,novg
69,1.0,shock,post_latency,novg
69,2.0,shock,post_pause,novg
69,0.00923936322372885,shock,first_post_target_prob,novg
69,0.0,shock,first_post_target_prob_wins,novg
69,0.0,shock,first_post_target_choice,novg
69,0.0,shock,first_post_target_lb,novg
70,0.0,shock,pre_p_target,novg
70,0.014285714285714285,shock,post_p_target,novg
70,0.014285714285714285,shock,delta_post_minus_pre_target,novg
70,0.0,shock,post_timeout,novg
70,1.0,shock,post_latency,novg
70,2.0,shock,post_pause,novg
70,0.00923936322372885,shock,first_post_target_prob,novg
70,0.0,shock,first_post_target_prob_wins,novg
70,0.0,shock,first_post_target_choice,novg
70,0.0,shock,first_post_target_lb,novg
71,0.0,shock,pre_p_target,novg
71,0.02857142857142857,shock,post_p_target,novg
71,0.02857142857142857,shock,delta_post_minus_pre_target,novg
71,0.0,shock,post_timeout,novg
71,1.0,shock,post_latency,novg
71,2.0,shock,post_pause,novg
71,0.00923936322372885,shock,first_post_target_prob,novg
71,0.0,shock,first_post_target_prob_wins,novg
71,0.0,shock,first_post_target_choice,novg
71,0.0,shock,first_post_target_lb,novg
72,0.034482758620689655,shock,pre_p_target,novg
72,0.0,shock,post_p_target,novg
72,-0.034482758620689655,shock,delta_post_minus_pre_target,novg
72,0.0,shock,post_timeout,novg
72,1.0,shock,post_latency,novg
72,2.0,shock,post_pause,novg
72,0.00923936322372885,shock,first_post_target_prob,novg
72,0.0,shock,first_post_target_prob_wins,novg
72,0.0,shock,first_post_target_choice,novg
72,0.0,shock,first_post_target_lb,novg
73,0.0,shock,pre_p_target,novg
73,0.014285714285714285,shock,post_p_target,novg
73,0.014285714285714285,shock,delta_post_minus_pre_target,novg
73,0.0,shock,post_timeout,novg
73,1.0,shock,post_latency,novg
73,2.0,shock,post_pause,novg
73,0.00923936322372885,shock,first_post_target_prob,novg
73,0.0,shock,first_post_target_prob_wins,novg
73,0.0,shock,first_post_target_choice,novg
73,0.0,shock,first_post_target_lb,novg
74,0.0,shock,pre_p_target,novg
74,0.0,shock,post_p_target,novg
74,0.0,shock,delta_post_minus_pre_target,novg
74,0.0,shock,post_timeout,novg
74,1.0,shock,post_latency,novg
74,2.0,shock,post_pause,novg
74,0.00923936322372885,shock,first_post_target_prob,novg
74,0.0,shock,first_post_target_prob_wins,novg
74,0.0,shock,first_post_target_choice,novg
74,0.0,shock,first_post_target_lb,novg
75,0.0,shock,pre_p_target,novg
75,0.0,shock,post_p_target,novg
75,0.0,shock,delta_post_minus_pre_target,novg
75,0.0,shock,post_timeout,novg
75,1.0,shock,post_latency,novg
75,2.0,shock,post_pause,novg
75,0.00923936322372885,shock,first_post_target_prob,novg
75,0.0,shock,first_post_target_prob_wins,novg
75,0.0,shock,first_post_target_choice,novg
75,0.0,shock,first_post_target_lb,novg
76,0.0,shock,pre_p_target,novg
76,0.0,shock,post_p_target,novg
76,0.0,shock,delta_post_minus_pre_target,novg
76,0.0,shock,post_timeout,novg
76,1.0,shock,post_latency,novg
76,2.0,shock,post_pause,novg
76,0.00923936322372885,shock,first_post_target_prob,novg
76,0.0,shock,first_post_target_prob_wins,novg
76,0.0,shock,first_post_target_choice,novg
76,0.0,shock,first_post_target_lb,novg
77,0.0,shock,pre_p_target,novg
77,0.0,shock,post_p_target,novg
77,0.0,shock,delta_post_minus_pre_target,novg
77,0.0,shock,post_timeout,novg
77,1.0,shock,post_latency,novg
77,2.0,shock,post_pause,novg
77,0.00923936322372885,shock,first_post_target_prob,novg
77,0.0,shock,first_post_target_prob_wins,novg
77,0.0,shock,first_post_target_choice,novg
77,0.0,shock,first_post_target_lb,novg
78,0.0,shock,pre_p_target,novg
78,0.0,shock,post_p_target,novg
78,0.0,shock,delta_post_minus_pre_target,novg
78,0.0,shock,post_timeout,novg
78,1.0,shock,post_latency,novg
78,2.0,shock,post_pause,novg
78,0.00923936322372885,shock,first_post_target_prob,novg
78,0.0,shock,first_post_target_prob_wins,novg
78,0.0,shock,first_post_target_choice,novg
78,0.0,shock,first_post_target_lb,novg
79,0.0,shock,pre_p_target,novg
79,0.02857142857142857,shock,post_p_target,novg
79,0.02857142857142857,shock,delta_post_minus_pre_target,novg
79,0.0,shock,post_timeout,novg
79,1.0,shock,post_latency,novg
79,2.0,shock,post_pause,novg
79,0.00923936322372885,shock,first_post_target_prob,novg
79,0.0,shock,first_post_target_prob_wins,novg
79,0.0,shock,first_post_target_choice,novg
79,0.0,shock,first_post_target_lb,novg
80,0.0,shock,pre_p_target,novg
80,0.0,shock,post_p_target,novg
80,0.0,shock,delta_post_minus_pre_target,novg
80,0.0,shock,post_timeout,novg
80,1.0,shock,post_latency,novg
80,2.0,shock,post_pause,novg
80,0.00923936322372885,shock,first_post_target_prob,novg
80,0.0,shock,first_post_target_prob_wins,novg
80,0.0,shock,first_post_target_choice,novg
80,0.0,shock,first_post_target_lb,novg
81,0.0,shock,pre_p_target,novg
81,0.014285714285714285,shock,post_p_target,novg
81,0.014285714285714285,shock,delta_post_minus_pre_target,novg
81,0.0,shock,post_timeout,novg
81,1.0,shock,post_latency,novg
81,2.0,shock,post_pause,novg
81,0.00923936322372885,shock,first_post_target_prob,novg
81,0.0,shock,first_post_target_prob_wins,novg
81,0.0,shock,first_post_target_choice,novg
81,0.0,shock,first_post_target_lb,novg
82,0.0,shock,pre_p_target,novg
82,0.0,shock,post_p_target,novg
82,0.0,shock,delta_post_minus_pre_target,novg
82,0.0,shock,post_timeout,novg
82,1.0,shock,post_latency,novg
82,2.0,shock,post_pause,novg
82,0.00923936322372885,shock,first_post_target_prob,novg
82,0.0,shock,first_post_target_prob_wins,novg
82,0.0,shock,first_post_target_choice,novg
82,0.0,shock,first_post_target_lb,novg
83,0.0,shock,pre_p_target,novg
83,0.0,shock,post_p_target,novg
83,0.0,shock,delta_post_minus_pre_target,novg
83,0.0,shock,post_timeout,novg
83,1.0,shock,post_latency,novg
83,2.0,shock,post_pause,novg
83,0.00923936322372885,shock,first_post_target_prob,novg
83,0.0,shock,first_post_target_prob_wins,novg
83,0.0,shock,first_post_target_choice,novg
83,0.0,shock,first_post_target_lb,novg
84,0.0,shock,pre_p_target,novg
84,0.0,shock,post_p_target,novg
84,0.0,shock,delta_post_minus_pre_target,novg
84,0.0,shock,post_timeout,novg
84,1.0,shock,post_latency,novg
84,2.0,shock,post_pause,novg
84,0.00923936322372885,shock,first_post_target_prob,novg
84,0.0,shock,first_post_target_prob_wins,novg
84,0.0,shock,first_post_target_choice,novg
84,0.0,shock,first_post_target_lb,novg
85,0.0,shock,pre_p_target,novg
85,0.0,shock,post_p_target,novg
85,0.0,shock,delta_post_minus_pre_target,novg
85,0.0,shock,post_timeout,novg
85,1.0,shock,post_latency,novg
85,2.0,shock,post_pause,novg
85,0.00923936322372885,shock,first_post_target_prob,novg
85,0.0,shock,first_post_target_prob_wins,novg
85,0.0,shock,first_post_target_choice,novg
85,0.0,shock,first_post_target_lb,novg
86,0.0,shock,pre_p_target,novg
86,0.0,shock,post_p_target,novg
86,0.0,shock,delta_post_minus_pre_target,novg
86,0.0,shock,post_timeout,novg
86,1.0,shock,post_latency,novg
86,2.0,shock,post_pause,novg
86,0.00923936322372885,shock,first_post_target_prob,novg
86,0.0,shock,first_post_target_prob_wins,novg
86,0.0,shock,first_post_target_choice,novg
86,0.0,shock,first_post_target_lb,novg
87,0.034482758620689655,shock,pre_p_target,novg
87,0.014285714285714285,shock,post_p_target,novg
87,-0.02019704433497537,shock,delta_post_minus_pre_target,novg
87,0.0,shock,post_timeout,novg
87,1.0,shock,post_latency,novg
87,2.0,shock,post_pause,novg
87,0.00923936322372885,shock,first_post_target_prob,novg
87,0.0,shock,first_post_target_prob_wins,novg
87,0.0,shock,first_post_target_choice,novg
87,0.0,shock,first_post_target_lb,novg
88,0.0,shock,pre_p_target,novg
88,0.0,shock,post_p_target,novg
88,0.0,shock,delta_post_minus_pre_target,novg
88,0.0,shock,post_timeout,novg
88,1.0,shock,post_latency,novg
88,2.0,shock,post_pause,novg
88,0.00923936322372885,shock,first_post_target_prob,novg
88,0.0,shock,first_post_target_prob_wins,novg
88,0.0,shock,first_post_target_choice,novg
88,0.0,shock,first_post_target_lb,novg
89,0.0,shock,pre_p_target,novg
89,0.0,shock,post_p_target,novg
89,0.0,shock,delta_post_minus_pre_target,novg
89,0.0,shock,post_timeout,novg
89,1.0,shock,post_latency,novg
89,2.0,shock,post_pause,novg
89,0.00923936322372885,shock,first_post_target_prob,novg
89,0.0,shock,first_post_target_prob_wins,novg
89,0.0,shock,first_post_target_choice,novg
89,0.0,shock,first_post_target_lb,novg
90,0.034482758620689655,shock,pre_p_target,novg
90,0.02857142857142857,shock,post_p_target,novg
90,-0.005911330049261084,shock,delta_post_minus_pre_target,novg
90,0.0,shock,post_timeout,novg
90,1.0,shock,post_latency,novg
90,2.0,shock,post_pause,novg
90,0.00923936322372885,shock,first_post_target_prob,novg
90,0.0,shock,first_post_target_prob_wins,novg
90,0.0,shock,first_post_target_choice,novg
90,0.0,shock,first_post_target_lb,novg
91,0.0,shock,pre_p_target,novg
91,0.014285714285714285,shock,post_p_target,novg
91,0.014285714285714285,shock,delta_post_minus_pre_target,novg
91,0.0,shock,post_timeout,novg
91,1.0,shock,post_latency,novg
91,2.0,shock,post_pause,novg
91,0.00923936322372885,shock,first_post_target_prob,novg
91,0.0,shock,first_post_target_prob_wins,novg
91,0.0,shock,first_post_target_choice,novg
91,0.0,shock,first_post_target_lb,novg
42,0.5517241379310345,shock,pre_p_target,novp
42,0.2857142857142857,shock,post_p_target,novp
42,-0.2660098522167488,shock,delta_post_minus_pre_target,novp
42,0.12857142857142856,shock,post_timeout,novp
42,3.5285714285714285,shock,post_latency,novp
42,4.5285714285714285,shock,post_pause,novp
42,0.4663011645670992,shock,first_post_target_prob,novp
42,0.0,shock,first_post_target_prob_wins,novp
42,1.0,shock,first_post_target_choice,novp
42,0.0,shock,first_post_target_lb,novp
43,0.41379310344827586,shock,pre_p_target,novp
43,0.3142857142857143,shock,post_p_target,novp
43,-0.09950738916256158,shock,delta_post_minus_pre_target,novp
43,0.2,shock,post_timeout,novp
43,4.128571428571429,shock,post_latency,novp
43,5.128571428571429,shock,post_pause,novp
43,0.4663011645670992,shock,first_post_target_prob,novp
43,0.0,shock,first_post_target_prob_wins,novp
43,0.0,shock,first_post_target_choice,novp
43,0.0,shock,first_post_target_lb,novp
44,0.3793103448275862,shock,pre_p_target,novp
44,0.37142857142857144,shock,post_p_target,novp
44,-0.007881773399014746,shock,delta_post_minus_pre_target,novp
44,0.2,shock,post_timeout,novp
44,3.914285714285714,shock,post_latency,novp
44,4.914285714285715,shock,post_pause,novp
44,0.4663011645670992,shock,first_post_target_prob,novp
44,0.0,shock,first_post_target_prob_wins,novp
44,1.0,shock,first_post_target_choice,novp
44,0.0,shock,first_post_target_lb,novp
45,0.4827586206896552,shock,pre_p_target,novp
45,0.3,shock,post_p_target,novp
45,-0.1827586206896552,shock,delta_post_minus_pre_target,novp
45,0.08571428571428572,shock,post_timeout,novp
45,3.7,shock,post_latency,novp
45,4.7,shock,post_pause,novp
45,0.4663011645670992,shock,first_post_target_prob,novp
45,0.0,shock,first_post_target_prob_wins,novp
45,0.0,shock,first_post_target_choice,novp
45,0.0,shock,first_post_target_lb,novp
46,0.4482758620689655,shock,pre_p_target,novp
46,0.3142857142857143,shock,post_p_target,novp
46,-0.13399014778325125,shock,delta_post_minus_pre_target,novp
46,0.18571428571428572,shock,post_timeout,novp
46,3.914285714285714,shock,post_latency,novp
46,4.914285714285715,shock,post_pause,novp
46,0.4663011645670992,shock,first_post_target_prob,novp
46,0.0,shock,first_post_target_prob_wins,novp
46,1.0,shock,first_post_target_choice,novp
46,0.0,shock,first_post_target_lb,novp
47,0.5517241379310345,shock,pre_p_target,novp
47,0.3142857142857143,shock,post_p_target,novp
47,-0.2374384236453202,shock,delta_post_minus_pre_target,novp
47,0.12857142857142856,shock,post_timeout,novp
47,3.5714285714285716,shock,post_latency,novp
47,4.571428571428571,shock,post_pause,novp
47,0.4663011645670992,shock,first_post_target_prob,novp
47,0.0,shock,first_post_target_prob_wins,novp
47,1.0,shock,first_post_target_choice,novp
47,0.0,shock,first_post_target_lb,novp
48,0.5172413793103449,shock,pre_p_target,novp
48,0.34285714285714286,shock,post_p_target,novp
48,-0.174384236453202,shock,delta_post_minus_pre_target,novp
48,0.1,shock,post_timeout,novp
48,3.7857142857142856,shock,post_latency,novp
48,4.785714285714286,shock,post_pause,novp
48,0.4663011645670992,shock,first_post_target_prob,novp
48,0.0,shock,first_post_target_prob_wins,novp
48,1.0,shock,first_post_target_choice,novp
48,0.0,shock,first_post_target_lb,novp
49,0.3448275862068966,shock,pre_p_target,novp
49,0.35714285714285715,shock,post_p_target,novp
49,0.012315270935960576,shock,delta_post_minus_pre_target,novp
49,0.11428571428571428,shock,post_timeout,novp
49,3.742857142857143,shock,post_latency,novp
49,4.742857142857143,shock,post_pause,novp
49,0.4663011645670992,shock,first_post_target_prob,novp
49,0.0,shock,first_post_target_prob_wins,novp
49,0.0,shock,first_post_target_choice,novp
49,0.0,shock,first_post_target_lb,novp
50,0.5172413793103449,shock,pre_p_target,novp
50,0.37142857142857144,shock,post_p_target,novp
50,-0.14581280788177342,shock,delta_post_minus_pre_target,novp
50,0.14285714285714285,shock,post_timeout,novp
50,3.7285714285714286,shock,post_latency,novp
50,4.728571428571429,shock,post_pause,novp
50,0.4663011645670992,shock,first_post_target_prob,novp
50,0.0,shock,first_post_target_prob_wins,novp
50,1.0,shock,first_post_target_choice,novp
50,0.0,shock,first_post_target_lb,novp
51,0.5517241379310345,shock,pre_p_target,novp
51,0.38571428571428573,shock,post_p_target,novp
51,-0.16600985221674874,shock,delta_post_minus_pre_target,novp
51,0.11428571428571428,shock,post_timeout,novp
51,3.5714285714285716,shock,post_latency,novp
51,4.571428571428571,shock,post_pause,novp
51,0.4663011645670992,shock,first_post_target_prob,novp
51,0.0,shock,first_post_target_prob_wins,novp
51,1.0,shock,first_post_target_choice,novp
51,0.0,shock,first_post_target_lb,novp
52,0.5172413793103449,shock,pre_p_target,novp
52,0.4,shock,post_p_target,novp
52,-0.11724137931034484,shock,delta_post_minus_pre_target,novp
52,0.14285714285714285,shock,post_timeout,novp
52,3.6857142857142855,shock,post_latency,novp
52,4.685714285714286,shock,post_pause,novp
52,0.4663011645670992,shock,first_post_target_prob,novp
52,0.0,shock,first_post_target_prob_wins,novp
52,0.0,shock,first_post_target_choice,novp
52,0.0,shock,first_post_target_lb,novp
53,0.4827586206896552,shock,pre_p_target,novp
53,0.3142857142857143,shock,post_p_target,novp
53,-0.16847290640394091,shock,delta_post_minus_pre_target,novp
53,0.15714285714285714,shock,post_timeout,novp
53,3.942857142857143,shock,post_latency,novp
53,4.942857142857143,shock,post_pause,novp
53,0.4663011645670992,shock,first_post_target_prob,novp
53,0.0,shock,first_post_target_prob_wins,novp
53,0.0,shock,first_post_target_choice,novp
53,0.0,shock,first_post_target_lb,novp
54,0.5517241379310345,shock,pre_p_target,novp
54,0.38571428571428573,shock,post_p_target,novp
54,-0.16600985221674874,shock,delta_post_minus_pre_target,novp
54,0.18571428571428572,shock,post_timeout,novp
54,3.9285714285714284,shock,post_latency,novp
54,4.928571428571429,shock,post_pause,novp
54,0.4663011645670992,shock,first_post_target_prob,novp
54,0.0,shock,first_post_target_prob_wins,novp
54,1.0,shock,first_post_target_choice,novp
54,0.0,shock,first_post_target_lb,novp
55,0.4482758620689655,shock,pre_p_target,novp
55,0.34285714285714286,shock,post_p_target,novp
55,-0.10541871921182266,shock,delta_post_minus_pre_target,novp
55,0.15714285714285714,shock,post_timeout,novp
55,3.9,shock,post_latency,novp
55,4.9,shock,post_pause,novp
55,0.4663011645670992,shock,first_post_target_prob,novp
55,0.0,shock,first_post_target_prob_wins,novp
55,0.0,shock,first_post_target_choice,novp
55,0.0,shock,first_post_target_lb,novp
56,0.5172413793103449,shock,pre_p_target,novp
56,0.35714285714285715,shock,post_p_target,novp
56,-0.1600985221674877,shock,delta_post_minus_pre_target,novp
56,0.12857142857142856,shock,post_timeout,novp
56,3.742857142857143,shock,post_latency,novp
56,4.742857142857143,shock,post_pause,novp
56,0.4663011645670992,shock,first_post_target_prob,novp
56,0.0,shock,first_post_target_prob_wins,novp
56,0.0,shock,first_post_target_choice,novp
56,0.0,shock,first_post_target_lb,novp
57,0.27586206896551724,shock,pre_p_target,novp
57,0.2714285714285714,shock,post_p_target,novp
57,-0.00443349753694583,shock,delta_post_minus_pre_target,novp
