seed,metric_value,scenario,metric,ablation
45,5.257142857142857,shock,post_pause,one_shot_off
45,0.4663011645670992,shock,first_post_target_prob,one_shot_off
45,0.0,shock,first_post_target_prob_wins,one_shot_off
45,0.0,shock,first_post_target_choice,one_shot_off
45,0.0,shock,first_post_target_lb,one_shot_off
46,0.4482758620689655,shock,pre_p_target,one_shot_off
46,0.38571428571428573,shock,post_p_target,one_shot_off
46,-0.0625615763546798,shock,delta_post_minus_pre_target,one_shot_off
46,0.2857142857142857,shock,post_timeout,one_shot_off
46,4.871428571428571,shock,post_latency,one_shot_off
46,5.871428571428571,shock,post_pause,one_shot_off
46,0.4663011645670992,shock,first_post_target_prob,one_shot_off
46,0.0,shock,first_post_target_prob_wins,one_shot_off
46,1.0,shock,first_post_target_choice,one_shot_off
46,0.0,shock,first_post_target_lb,one_shot_off
47,0.5517241379310345,shock,pre_p_target,one_shot_off
47,0.4714285714285714,shock,post_p_target,one_shot_off
47,-0.08029556650246306,shock,delta_post_minus_pre_target,one_shot_off
47,0.17142857142857143,shock,post_timeout,one_shot_off
47,4.4,shock,post_latency,one_shot_off
47,5.4,shock,post_pause,one_shot_off
47,0.4663011645670992,shock,first_post_target_prob,one_shot_off
47,0.0,shock,first_post_target_prob_wins,one_shot_off
47,0.0,shock,first_post_target_choice,one_shot_off
47,0.0,shock,first_post_target_lb,one_shot_off
48,0.5172413793103449,shock,pre_p_target,one_shot_off
48,0.45714285714285713,shock,post_p_target,one_shot_off
48,-0.06009852216748773,shock,delta_post_minus_pre_target,one_shot_off
48,0.17142857142857143,shock,post_timeout,one_shot_off
48,4.8,shock,post_latency,one_shot_off
48,5.8,shock,post_pause,one_shot_off
48,0.4663011645670992,shock,first_post_target_prob,one_shot_off
48,0.0,shock,first_post_target_prob_wins,one_shot_off
48,1.0,shock,first_post_target_choice,one_shot_off
48,0.0,shock,first_post_target_lb,one_shot_off
49,0.3448275862068966,shock,pre_p_target,one_shot_off
49,0.5571428571428572,shock,post_p_target,one_shot_off
49,0.2123152709359606,shock,delta_post_minus_pre_target,one_shot_off
49,0.17142857142857143,shock,post_timeout,one_shot_off
49,4.4714285714285715,shock,post_latency,one_shot_off
49,5.4714285714285715,shock,post_pause,one_shot_off
49,0.4663011645670992,shock,first_post_target_prob,one_shot_off
49,0.0,shock,first_post_target_prob_wins,one_shot_off
49,0.0,shock,first_post_target_choice,one_shot_off
49,0.0,shock,first_post_target_lb,one_shot_off
50,0.5172413793103449,shock,pre_p_target,one_shot_off
50,0.4857142857142857,shock,post_p_target,one_shot_off
50,-0.03152709359605915,shock,delta_post_minus_pre_target,one_shot_off
50,0.18571428571428572,shock,post_timeout,one_shot_off
50,4.428571428571429,shock,post_latency,one_shot_off
50,5.428571428571429,shock,post_pause,one_shot_off
50,0.4663011645670992,shock,first_post_target_prob,one_shot_off
50,0.0,shock,first_post_target_prob_wins,one_shot_off
50,0.0,shock,first_post_target_choice,one_shot_off
50,0.0,shock,first_post_target_lb,one_shot_off
51,0.5517241379310345,shock,pre_p_target,one_shot_off
51,0.4857142857142857,shock,post_p_target,one_shot_off
51,-0.06600985221674877,shock,delta_post_minus_pre_target,one_shot_off
51,0.12857142857142856,shock,post_timeout,one_shot_off
51,4.271428571428571,shock,post_latency,one_shot_off
51,5.271428571428571,shock,post_pause,one_shot_off
51,0.4663011645670992,shock,first_post_target_prob,one_shot_off
51,0.0,shock,first_post_target_prob_wins,one_shot_off
51,0.0,shock,first_post_target_choice,one_shot_off
51,0.0,shock,first_post_target_lb,one_shot_off
52,0.5172413793103449,shock,pre_p_target,one_shot_off
52,0.5,shock,post_p_target,one_shot_off
52,-0.017241379310344862,shock,delta_post_minus_pre_target,one_shot_off
52,0.2,shock,post_timeout,one_shot_off
52,4.385714285714286,shock,post_latency,one_shot_off
52,5.385714285714286,shock,post_pause,one_shot_off
52,0.4663011645670992,shock,first_post_target_prob,one_shot_off
52,0.0,shock,first_post_target_prob_wins,one_shot_off
52,1.0,shock,first_post_target_choice,one_shot_off
52,0.0,shock,first_post_target_lb,one_shot_off
53,0.4827586206896552,shock,pre_p_target,one_shot_off
53,0.42857142857142855,shock,post_p_target,one_shot_off
53,-0.054187192118226646,shock,delta_post_minus_pre_target,one_shot_off
53,0.18571428571428572,shock,post_timeout,one_shot_off
53,4.442857142857143,shock,post_latency,one_shot_off
53,5.442857142857143,shock,post_pause,one_shot_off
53,0.4663011645670992,shock,first_post_target_prob,one_shot_off
53,0.0,shock,first_post_target_prob_wins,one_shot_off
53,0.0,shock,first_post_target_choice,one_shot_off
53,0.0,shock,first_post_target_lb,one_shot_off
54,0.5517241379310345,shock,pre_p_target,one_shot_off
54,0.42857142857142855,shock,post_p_target,one_shot_off
54,-0.12315270935960593,shock,delta_post_minus_pre_target,one_shot_off
54,0.17142857142857143,shock,post_timeout,one_shot_off
54,4.5,shock,post_latency,one_shot_off
54,5.5,shock,post_pause,one_shot_off
54,0.4663011645670992,shock,first_post_target_prob,one_shot_off
54,0.0,shock,first_post_target_prob_wins,one_shot_off
54,1.0,shock,first_post_target_choice,one_shot_off
54,0.0,shock,first_post_target_lb,one_shot_off
55,0.4482758620689655,shock,pre_p_target,one_shot_off
55,0.42857142857142855,shock,post_p_target,one_shot_off
55,-0.019704433497536977,shock,delta_post_minus_pre_target,one_shot_off
55,0.18571428571428572,shock,post_timeout,one_shot_off
55,4.271428571428571,shock,post_latency,one_shot_off
55,5.271428571428571,shock,post_pause,one_shot_off
55,0.4663011645670992,shock,first_post_target_prob,one_shot_off
55,0.0,shock,first_post_target_prob_wins,one_shot_off
55,0.0,shock,first_post_target_choice,one_shot_off
55,0.0,shock,first_post_target_lb,one_shot_off
56,0.5172413793103449,shock,pre_p_target,one_shot_off
56,0.42857142857142855,shock,post_p_target,one_shot_off
56,-0.08866995073891631,shock,delta_post_minus_pre_target,one_shot_off
56,0.17142857142857143,shock,post_timeout,one_shot_off
56,4.457142857142857,shock,post_latency,one_shot_off
56,5.457142857142857,shock,post_pause,one_shot_off
56,0.4663011645670992,shock,first_post_target_prob,one_shot_off
56,0.0,shock,first_post_target_prob_wins,one_shot_off
56,0.0,shock,first_post_target_choice,one_shot_off
56,0.0,shock,first_post_target_lb,one_shot_off
57,0.27586206896551724,shock,pre_p_target,one_shot_off
57,0.44285714285714284,shock,post_p_target,one_shot_off
57,0.1669950738916256,shock,delta_post_minus_pre_target,one_shot_off
57,0.2,shock,post_timeout,one_shot_off
57,4.414285714285715,shock,post_latency,one_shot_off
57,5.414285714285715,shock,post_pause,one_shot_off
57,0.4663011645670992,shock,first_post_target_prob,one_shot_off
57,0.0,shock,first_post_target_prob_wins,one_shot_off
57,1.0,shock,first_post_target_choice,one_shot_off
57,0.0,shock,first_post_target_lb,one_shot_off
58,0.4827586206896552,shock,pre_p_target,one_shot_off
58,0.3142857142857143,shock,post_p_target,one_shot_off
58,-0.16847290640394091,shock,delta_post_minus_pre_target,one_shot_off
58,0.15714285714285714,shock,post_timeout,one_shot_off
58,4.6,shock,post_latency,one_shot_off
58,5.6,shock,post_pause,one_shot_off
58,0.4663011645670992,shock,first_post_target_prob,one_shot_off
58,0.0,shock,first_post_target_prob_wins,one_shot_off
58,1.0,shock,first_post_target_choice,one_shot_off
58,0.0,shock,first_post_target_lb,one_shot_off
59,0.5517241379310345,shock,pre_p_target,one_shot_off
59,0.5285714285714286,shock,post_p_target,one_shot_off
59,-0.023152709359605894,shock,delta_post_minus_pre_target,one_shot_off
59,0.22857142857142856,shock,post_timeout,one_shot_off
59,4.614285714285714,shock,post_latency,one_shot_off
59,5.614285714285714,shock,post_pause,one_shot_off
59,0.4663011645670992,shock,first_post_target_prob,one_shot_off
59,0.0,shock,first_post_target_prob_wins,one_shot_off
59,1.0,shock,first_post_target_choice,one_shot_off
59,0.0,shock,first_post_target_lb,one_shot_off
60,0.3793103448275862,shock,pre_p_target,one_shot_off
60,0.4714285714285714,shock,post_p_target,one_shot_off
60,0.09211822660098523,shock,delta_post_minus_pre_target,one_shot_off
60,0.2,shock,post_timeout,one_shot_off
60,4.628571428571429,shock,post_latency,one_shot_off
60,5.628571428571429,shock,post_pause,one_shot_off
60,0.4663011645670992,shock,first_post_target_prob,one_shot_off
60,0.0,shock,first_post_target_prob_wins,one_shot_off
60,1.0,shock,first_post_target_choice,one_shot_off
60,0.0,shock,first_post_target_lb,one_shot_off
61,0.41379310344827586,shock,pre_p_target,one_shot_off
61,0.4142857142857143,shock,post_p_target,one_shot_off
61,0.0004926108374384564,shock,delta_post_minus_pre_target,one_shot_off
61,0.21428571428571427,shock,post_timeout,one_shot_off
61,4.4,shock,post_latency,one_shot_off
61,5.4,shock,post_pause,one_shot_off
61,0.4663011645670992,shock,first_post_target_prob,one_shot_off
61,0.0,shock,first_post_target_prob_wins,one_shot_off
61,1.0,shock,first_post_target_choice,one_shot_off
61,0.0,shock,first_post_target_lb,one_shot_off
62,0.3448275862068966,shock,pre_p_target,one_shot_off
62,0.4857142857142857,shock,post_p_target,one_shot_off
62,0.14088669950738913,shock,delta_post_minus_pre_target,one_shot_off
62,0.18571428571428572,shock,post_timeout,one_shot_off
62,4.4,shock,post_latency,one_shot_off
62,5.4,shock,post_pause,one_shot_off
62,0.4663011645670992,shock,first_post_target_prob,one_shot_off
62,0.0,shock,first_post_target_prob_wins,one_shot_off
62,0.0,shock,first_post_target_choice,one_shot_off
62,0.0,shock,first_post_target_lb,one_shot_off
63,0.5172413793103449,shock,pre_p_target,one_shot_off
63,0.38571428571428573,shock,post_p_target,one_shot_off
63,-0.13152709359605913,shock,delta_post_minus_pre_target,one_shot_off
63,0.2714285714285714,shock,post_timeout,one_shot_off
63,4.728571428571429,shock,post_latency,one_shot_off
63,5.728571428571429,shock,post_pause,one_shot_off
63,0.4663011645670992,shock,first_post_target_prob,one_shot_off
63,0.0,shock,first_post_target_prob_wins,one_shot_off
63,0.0,shock,first_post_target_choice,one_shot_off
63,0.0,shock,first_post_target_lb,one_shot_off
64,0.20689655172413793,shock,pre_p_target,one_shot_off
64,0.4142857142857143,shock,post_p_target,one_shot_off
64,0.20738916256157638,shock,delta_post_minus_pre_target,one_shot_off
64,0.15714285714285714,shock,post_timeout,one_shot_off
64,4.4,shock,post_latency,one_shot_off
64,5.4,shock,post_pause,one_shot_off
64,0.4663011645670992,shock,first_post_target_prob,one_shot_off
64,0.0,shock,first_post_target_prob_wins,one_shot_off
64,1.0,shock,first_post_target_choice,one_shot_off
64,0.0,shock,first_post_target_lb,one_shot_off
65,0.4482758620689655,shock,pre_p_target,one_shot_off
65,0.4142857142857143,shock,post_p_target,one_shot_off
65,-0.03399014778325121,shock,delta_post_minus_pre_target,one_shot_off
65,0.11428571428571428,shock,post_timeout,one_shot_off
65,4.071428571428571,shock,post_latency,one_shot_off
65,5.071428571428571,shock,post_pause,one_shot_off
65,0.4663011645670992,shock,first_post_target_prob,one_shot_off
65,0.0,shock,first_post_target_prob_wins,one_shot_off
65,1.0,shock,first_post_target_choice,one_shot_off
65,0.0,shock,first_post_target_lb,one_shot_off
66,0.3448275862068966,shock,pre_p_target,one_shot_off
66,0.38571428571428573,shock,post_p_target,one_shot_off
66,0.04088669950738916,shock,delta_post_minus_pre_target,one_shot_off
66,0.17142857142857143,shock,post_timeout,one_shot_off
66,4.442857142857143,shock,post_latency,one_shot_off
66,5.442857142857143,shock,post_pause,one_shot_off
66,0.4663011645670992,shock,first_post_target_prob,one_shot_off
66,0.0,shock,first_post_target_prob_wins,one_shot_off
66,0.0,shock,first_post_target_choice,one_shot_off
66,0.0,shock,first_post_target_lb,one_shot_off
67,0.3793103448275862,shock,pre_p_target,one_shot_off
67,0.4142857142857143,shock,post_p_target,one_shot_off
67,0.034975369458128125,shock,delta_post_minus_pre_target,one_shot_off
67,0.21428571428571427,shock,post_timeout,one_shot_off
67,4.571428571428571,shock,post_latency,one_shot_off
67,5.571428571428571,shock,post_pause,one_shot_off
67,0.4663011645670992,shock,first_post_target_prob,one_shot_off
67,0.0,shock,first_post_target_prob_wins,one_shot_off
67,0.0,shock,first_post_target_choice,one_shot_off
67,0.0,shock,first_post_target_lb,one_shot_off
68,0.3793103448275862,shock,pre_p_target,one_shot_off
68,0.4857142857142857,shock,post_p_target,one_shot_off
68,0.10640394088669952,shock,delta_post_minus_pre_target,one_shot_off
68,0.15714285714285714,shock,post_timeout,one_shot_off
68,4.628571428571429,shock,post_latency,one_shot_off
68,5.628571428571429,shock,post_pause,one_shot_off
68,0.4663011645670992,shock,first_post_target_prob,one_shot_off
68,0.0,shock,first_post_target_prob_wins,one_shot_off
68,0.0,shock,first_post_target_choice,one_shot_off
68,0.0,shock,first_post_target_lb,one_shot_off
69,0.3448275862068966,shock,pre_p_target,one_shot_off
69,0.42857142857142855,shock,post_p_target,one_shot_off
69,0.08374384236453197,shock,delta_post_minus_pre_target,one_shot_off
69,0.2,shock,post_timeout,one_shot_off
69,4.3428571428571425,shock,post_latency,one_shot_off
69,5.3428571428571425,shock,post_pause,one_shot_off
69,0.4663011645670992,shock,first_post_target_prob,one_shot_off
69,0.0,shock,first_post_target_prob_wins,one_shot_off
69,1.0,shock,first_post_target_choice,one_shot_off
69,0.0,shock,first_post_target_lb,one_shot_off
70,0.5172413793103449,shock,pre_p_target,one_shot_off
70,0.4,shock,post_p_target,one_shot_off
70,-0.11724137931034484,shock,delta_post_minus_pre_target,one_shot_off
70,0.22857142857142856,shock,post_timeout,one_shot_off
70,4.457142857142857,shock,post_latency,one_shot_off
70,5.457142857142857,shock,post_pause,one_shot_off
70,0.4663011645670992,shock,first_post_target_prob,one_shot_off
70,0.0,shock,first_post_target_prob_wins,one_shot_off
70,0.0,shock,first_post_target_choice,one_shot_off
70,0.0,shock,first_post_target_lb,one_shot_off
71,0.4482758620689655,shock,pre_p_target,one_shot_off
71,0.4142857142857143,shock,post_p_target,one_shot_off
71,-0.03399014778325121,shock,delta_post_minus_pre_target,one_shot_off
71,0.12857142857142856,shock,post_timeout,one_shot_off
71,4.357142857142857,shock,post_latency,one_shot_off
71,5.357142857142857,shock,post_pause,one_shot_off
71,0.4663011645670992,shock,first_post_target_prob,one_shot_off
71,0.0,shock,first_post_target_prob_wins,one_shot_off
71,0.0,shock,first_post_target_choice,one_shot_off
71,0.0,shock,first_post_target_lb,one_shot_off
72,0.41379310344827586,shock,pre_p_target,one_shot_off
72,0.42857142857142855,shock,post_p_target,one_shot_off
72,0.014778325123152691,shock,delta_post_minus_pre_target,one_shot_off
72,0.14285714285714285,shock,post_timeout,one_shot_off
72,4.6,shock,post_latency,one_shot_off
72,5.6,shock,post_pause,one_shot_off
72,0.4663011645670992,shock,first_post_target_prob,one_shot_off
72,0.0,shock,first_post_target_prob_wins,one_shot_off
72,0.0,shock,first_post_target_choice,one_shot_off
72,0.0,shock,first_post_target_lb,one_shot_off
73,0.5517241379310345,shock,pre_p_target,one_shot_off
73,0.45714285714285713,shock,post_p_target,one_shot_off
73,-0.09458128078817735,shock,delta_post_minus_pre_target,one_shot_off
73,0.2,shock,post_timeout,one_shot_off
73,4.585714285714285,shock,post_latency,one_shot_off
73,5.585714285714285,shock,post_pause,one_shot_off
73,0.4663011645670992,shock,first_post_target_prob,one_shot_off
73,0.0,shock,first_post_target_prob_wins,one_shot_off
73,1.0,shock,first_post_target_choice,one_shot_off
73,0.0,shock,first_post_target_lb,one_shot_off
74,0.3448275862068966,shock,pre_p_target,one_shot_off
74,0.4,shock,post_p_target,one_shot_off
74,0.05517241379310345,shock,delta_post_minus_pre_target,one_shot_off
74,0.12857142857142856,shock,post_timeout,one_shot_off
74,4.314285714285714,shock,post_latency,one_shot_off
74,5.314285714285714,shock,post_pause,one_shot_off
74,0.4663011645670992,shock,first_post_target_prob,one_shot_off
74,0.0,shock,first_post_target_prob_wins,one_shot_off
74,0.0,shock,first_post_target_choice,one_shot_off
74,0.0,shock,first_post_target_lb,one_shot_off
75,0.3793103448275862,shock,pre_p_target,one_shot_off
75,0.4857142857142857,shock,post_p_target,one_shot_off
75,0.10640394088669952,shock,delta_post_minus_pre_target,one_shot_off
75,0.22857142857142856,shock,post_timeout,one_shot_off
75,4.514285714285714,shock,post_latency,one_shot_off
75,5.514285714285714,shock,post_pause,one_shot_off
75,0.4663011645670992,shock,first_post_target_prob,one_shot_off
75,0.0,shock,first_post_target_prob_wins,one_shot_off
75,1.0,shock,first_post_target_choice,one_shot_off
75,0.0,shock,first_post_target_lb,one_shot_off
76,0.5862068965517241,shock,pre_p_target,one_shot_off
76,0.38571428571428573,shock,post_p_target,one_shot_off
76,-0.20049261083743836,shock,delta_post_minus_pre_target,one_shot_off
76,0.15714285714285714,shock,post_timeout,one_shot_off
76,4.457142857142857,shock,post_latency,one_shot_off
76,5.457142857142857,shock,post_pause,one_shot_off
76,0.4663011645670992,shock,first_post_target_prob,one_shot_off
76,0.0,shock,first_post_target_prob_wins,one_shot_off
76,0.0,shock,first_post_target_choice,one_shot_off
76,0.0,shock,first_post_target_lb,one_shot_off
77,0.3793103448275862,shock,pre_p_target,one_shot_off
77,0.4857142857142857,shock,post_p_target,one_shot_off
77,0.10640394088669952,shock,delta_post_minus_pre_target,one_shot_off
77,0.21428571428571427,shock,post_timeout,one_shot_off
77,4.742857142857143,shock,post_latency,one_shot_off
77,5.742857142857143,shock,post_pause,one_shot_off
77,0.4663011645670992,shock,first_post_target_prob,one_shot_off
77,0.0,shock,first_post_target_prob_wins,one_shot_off
77,0.0,shock,first_post_target_choice,one_shot_off
77,0.0,shock,first_post_target_lb,one_shot_off
78,0.27586206896551724,shock,pre_p_target,one_shot_off
78,0.42857142857142855,shock,post_p_target,one_shot_off
78,0.1527093596059113,shock,delta_post_minus_pre_target,one_shot_off
78,0.17142857142857143,shock,post_timeout,one_shot_off
78,4.428571428571429,shock,post_latency,one_shot_off
78,5.428571428571429,shock,post_pause,one_shot_off
78,0.4663011645670992,shock,first_post_target_prob,one_shot_off
78,0.0,shock,first_post_target_prob_wins,one_shot_off
78,1.0,shock,first_post_target_choice,one_shot_off
78,0.0,shock,first_post_target_lb,one_shot_off
79,0.3793103448275862,shock,pre_p_target,one_shot_off
79,0.45714285714285713,shock,post_p_target,one_shot_off
79,0.07783251231527094,shock,delta_post_minus_pre_target,one_shot_off
79,0.12857142857142856,shock,post_timeout,one_shot_off
79,4.614285714285714,shock,post_latency,one_shot_off
79,5.614285714285714,shock,post_pause,one_shot_off
79,0.4663011645670992,shock,first_post_target_prob,one_shot_off
79,0.0,shock,first_post_target_prob_wins,one_shot_off
79,1.0,shock,first_post_target_choice,one_shot_off
79,0.0,shock,first_post_target_lb,one_shot_off
80,0.5172413793103449,shock,pre_p_target,one_shot_off
80,0.4857142857142857,shock,post_p_target,one_shot_off
80,-0.03152709359605915,shock,delta_post_minus_pre_target,one_shot_off
80,0.15714285714285714,shock,post_timeout,one_shot_off
80,4.4,shock,post_latency,one_shot_off
80,5.4,shock,post_pause,one_shot_off
80,0.4663011645670992,shock,first_post_target_prob,one_shot_off
80,0.0,shock,first_post_target_prob_wins,one_shot_off
80,1.0,shock,first_post_target_choice,one_shot_off
80,0.0,shock,first_post_target_lb,one_shot_off
81,0.4827586206896552,shock,pre_p_target,one_shot_off
81,0.42857142857142855,shock,post_p_target,one_shot_off
81,-0.054187192118226646,shock,delta_post_minus_pre_target,one_shot_off
81,0.2,shock,post_timeout,one_shot_off
81,4.414285714285715,shock,post_latency,one_shot_off
81,5.414285714285715,shock,post_pause,one_shot_off
81,0.4663011645670992,shock,first_post_target_prob,one_shot_off
81,0.0,shock,first_post_target_prob_wins,one_shot_off
81,1.0,shock,first_post_target_choice,one_shot_off
81,0.0,shock,first_post_target_lb,one_shot_off
82,0.4827586206896552,shock,pre_p_target,one_shot_off
82,0.32857142857142857,shock,post_p_target,one_shot_off
82,-0.15418719211822662,shock,delta_post_minus_pre_target,one_shot_off
82,0.14285714285714285,shock,post_timeout,one_shot_off
82,4.328571428571428,shock,post_latency,one_shot_off
82,5.328571428571428,shock,post_pause,one_shot_off
82,0.4663011645670992,shock,first_post_target_prob,one_shot_off
82,0.0,shock,first_post_target_prob_wins,one_shot_off
82,0.0,shock,first_post_target_choice,one_shot_off
82,0.0,shock,first_post_target_lb,one_shot_off
83,0.4482758620689655,shock,pre_p_target,one_shot_off
83,0.4714285714285714,shock,post_p_target,one_shot_off
83,0.023152709359605894,shock,delta_post_minus_pre_target,one_shot_off
83,0.17142857142857143,shock,post_timeout,one_shot_off
83,4.357142857142857,shock,post_latency,one_shot_off
83,5.357142857142857,shock,post_pause,one_shot_off
83,0.4663011645670992,shock,first_post_target_prob,one_shot_off
83,0.0,shock,first_post_target_prob_wins,one_shot_off
83,0.0,shock,first_post_target_choice,one_shot_off
83,0.0,shock,first_post_target_lb,one_shot_off
84,0.3793103448275862,shock,pre_p_target,one_shot_off
84,0.5285714285714286,shock,post_p_target,one_shot_off
84,0.1492610837438424,shock,delta_post_minus_pre_target,one_shot_off
84,0.2,shock,post_timeout,one_shot_off
84,4.357142857142857,shock,post_latency,one_shot_off
84,5.357142857142857,shock,post_pause,one_shot_off
84,0.4663011645670992,shock,first_post_target_prob,one_shot_off
84,0.0,shock,first_post_target_prob_wins,one_shot_off
84,1.0,shock,first_post_target_choice,one_shot_off
84,0.0,shock,first_post_target_lb,one_shot_off
85,0.3793103448275862,shock,pre_p_target,one_shot_off
85,0.38571428571428573,shock,post_p_target,one_shot_off
85,0.006403940886699544,shock,delta_post_minus_pre_target,one_shot_off
85,0.18571428571428572,shock,post_timeout,one_shot_off
85,4.357142857142857,shock,post_latency,one_shot_off
85,5.357142857142857,shock,post_pause,one_shot_off
85,0.4663011645670992,shock,first_post_target_prob,one_shot_off
85,0.0,shock,first_post_target_prob_wins,one_shot_off
85,0.0,shock,first_post_target_choice,one_shot_off
85,0.0,shock,first_post_target_lb,one_shot_off
86,0.4482758620689655,shock,pre_p_target,one_shot_off
86,0.44285714285714284,shock,post_p_target,one_shot_off
86,-0.005418719211822687,shock,delta_post_minus_pre_target,one_shot_off
86,0.17142857142857143,shock,post_timeout,one_shot_off
86,4.571428571428571,shock,post_latency,one_shot_off
86,5.571428571428571,shock,post_pause,one_shot_off
86,0.4663011645670992,shock,first_post_target_prob,one_shot_off
86,0.0,shock,first_post_target_prob_wins,one_shot_off
86,1.0,shock,first_post_target_choice,one_shot_off
86,0.0,shock,first_post_target_lb,one_shot_off
87,0.4827586206896552,shock,pre_p_target,one_shot_off
87,0.5285714285714286,shock,post_p_target,one_shot_off
87,0.04581280788177339,shock,delta_post_minus_pre_target,one_shot_off
87,0.2,shock,post_timeout,one_shot_off
87,4.628571428571429,shock,post_latency,one_shot_off
87,5.628571428571429,shock,post_pause,one_shot_off
87,0.4663011645670992,shock,first_post_target_prob,one_shot_off
87,0.0,shock,first_post_target_prob_wins,one_shot_off
87,0.0,shock,first_post_target_choice,one_shot_off
87,0.0,shock,first_post_target_lb,one_shot_off
88,0.4482758620689655,shock,pre_p_target,one_shot_off
88,0.4,shock,post_p_target,one_shot_off
88,-0.0482758620689655,shock,delta_post_minus_pre_target,one_shot_off
88,0.2,shock,post_timeout,one_shot_off
88,4.4,shock,post_latency,one_shot_off
88,5.4,shock,post_pause,one_shot_off
88,0.4663011645670992,shock,first_post_target_prob,one_shot_off
88,0.0,shock,first_post_target_prob_wins,one_shot_off
88,0.0,shock,first_post_target_choice,one_shot_off
88,0.0,shock,first_post_target_lb,one_shot_off
89,0.4827586206896552,shock,pre_p_target,one_shot_off
89,0.4142857142857143,shock,post_p_target,one_shot_off
89,-0.06847290640394088,shock,delta_post_minus_pre_target,one_shot_off
89,0.14285714285714285,shock,post_timeout,one_shot_off
89,4.414285714285715,shock,post_latency,one_shot_off
89,5.414285714285715,shock,post_pause,one_shot_off
89,0.4663011645670992,shock,first_post_target_prob,one_shot_off
89,0.0,shock,first_post_target_prob_wins,one_shot_off
89,0.0,shock,first_post_target_choice,one_shot_off
89,0.0,shock,first_post_target_lb,one_shot_off
90,0.4827586206896552,shock,pre_p_target,one_shot_off
90,0.5,shock,post_p_target,one_shot_off
90,0.017241379310344807,shock,delta_post_minus_pre_target,one_shot_off
90,0.2,shock,post_timeout,one_shot_off
90,4.557142857142857,shock,post_latency,one_shot_off
90,5.557142857142857,shock,post_pause,one_shot_off
90,0.4663011645670992,shock,first_post_target_prob,one_shot_off
90,0.0,shock,first_post_target_prob_wins,one_shot_off
90,0.0,shock,first_post_target_choice,one_shot_off
90,0.0,shock,first_post_target_lb,one_shot_off
91,0.3793103448275862,shock,pre_p_target,one_shot_off
91,0.44285714285714284,shock,post_p_target,one_shot_off
91,0.06354679802955665,shock,delta_post_minus_pre_target,one_shot_off
91,0.11428571428571428,shock,post_timeout,one_shot_off
91,4.5,shock,post_latency,one_shot_off
91,5.5,shock,post_pause,one_shot_off
91,0.4663011645670992,shock,first_post_target_prob,one_shot_off
91,0.0,shock,first_post_target_prob_wins,one_shot_off
91,0.0,shock,first_post_target_choice,one_shot_off
91,0.0,shock,first_post_target_lb,one_shot_off
42,0.4482758620689655,treat,pre_p_target,full
42,0.7285714285714285,treat,post_p_target,full
42,0.280295566502463,treat,delta_post_minus_pre_target,full
42,0.0,treat,post_timeout,full
42,2.3714285714285714,treat,post_latency,full
42,3.3714285714285714,treat,post_pause,full
42,0.6568917050780784,treat,first_post_target_prob,full
42,1.0,treat,first_post_target_prob_wins,full
42,0.0,treat,first_post_target_choice,full
42,0.5144730464753083,treat,first_post_target_lb,full
43,0.5862068965517241,treat,pre_p_target,full
43,0.6714285714285714,treat,post_p_target,full
43,0.08522167487684729,treat,delta_post_minus_pre_target,full
43,0.0,treat,post_timeout,full
43,2.414285714285714,treat,post_latency,full
43,3.414285714285714,treat,post_pause,full
43,0.6568917050780784,treat,first_post_target_prob,full
43,1.0,treat,first_post_target_prob_wins,full
43,1.0,treat,first_post_target_choice,full
43,0.5144730464753083,treat,first_post_target_lb,full
44,0.6206896551724138,treat,pre_p_target,full
44,0.6571428571428571,treat,post_p_target,full
44,0.03645320197044333,treat,delta_post_minus_pre_target,full
44,0.0,treat,post_timeout,full
44,2.5428571428571427,treat,post_latency,full
44,3.5428571428571427,treat,post_pause,full
44,0.6568917050780784,treat,first_post_target_prob,full
44,1.0,treat,first_post_target_prob_wins,full
44,1.0,treat,first_post_target_choice,full
44,0.5144730464753083,treat,first_post_target_lb,full
45,0.5172413793103449,treat,pre_p_target,full
45,0.6428571428571429,treat,post_p_target,full
45,0.12561576354679804,treat,delta_post_minus_pre_target,full
45,0.0,treat,post_timeout,full
45,2.4285714285714284,treat,post_latency,full
45,3.4285714285714284,treat,post_pause,full
45,0.6568917050780784,treat,first_post_target_prob,full
45,1.0,treat,first_post_target_prob_wins,full
45,1.0,treat,first_post_target_choice,full
45,0.5144730464753083,treat,first_post_target_lb,full
46,0.5517241379310345,treat,pre_p_target,full
46,0.7,treat,post_p_target,full
46,0.14827586206896548,treat,delta_post_minus_pre_target,full
46,0.0,treat,post_timeout,full
46,2.4714285714285715,treat,post_latency,full
46,3.4714285714285715,treat,post_pause,full
46,0.6568917050780784,treat,first_post_target_prob,full
46,1.0,treat,first_post_target_prob_wins,full
46,0.0,treat,first_post_target_choice,full
46,0.5144730464753083,treat,first_post_target_lb,full
47,0.4482758620689655,treat,pre_p_target,full
47,0.7,treat,post_p_target,full
47,0.25172413793103443,treat,delta_post_minus_pre_target,full
47,0.0,treat,post_timeout,full
47,2.4,treat,post_latency,full
47,3.4,treat,post_pause,full
47,0.6568917050780784,treat,first_post_target_prob,full
47,1.0,treat,first_post_target_prob_wins,full
47,0.0,treat,first_post_target_choice,full
47,0.5144730464753083,treat,first_post_target_lb,full
48,0.4827586206896552,treat,pre_p_target,full
48,0.7142857142857143,treat,post_p_target,full
