seed,trial,p_open,p_covered,p_target,p_timeout,commit_latency,junction_pause_duration,h_risk,h_opp,q_neg,q_pos,X_risk,X_opp,protocol,ablation,target_path,expected_direction,rel_trial
42,86,0.0,1.0,0.0,0.0,6.0,7.0,0.2771360354662489,0.28604167809784814,0.0010983721761518668,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,56
42,87,1.0,0.0,1.0,0.0,4.0,5.0,0.27360610337555746,0.28704960025936355,0.0009339462661000856,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,57
42,88,0.0,1.0,0.0,0.0,3.0,4.0,0.28853968669698,0.2860398843593565,0.00081883311069315,0.0,0.25,0.2833333333333333,shock,full,open,negative,58
42,89,0.0,1.0,0.0,0.0,3.0,4.0,0.2705935229915048,0.2847717055171541,0.0007253570723067168,0.0,0.25,0.2833333333333333,shock,full,open,negative,59
42,90,0.0,1.0,0.0,0.0,4.0,5.0,0.2629815700292741,0.2844994602750035,0.0006362346657543857,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,60
42,91,1.0,0.0,1.0,1.0,6.0,7.0,0.2681322936943796,0.28603568394741835,0.000541579444053511,0.0,0.3111111111111111,0.2888888888888889,shock,full,open,negative,61
42,92,0.0,1.0,0.0,0.0,6.0,7.0,0.2900947502268767,0.28778349883524723,0.00045154064949530005,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,62
42,93,1.0,0.0,1.0,0.0,3.0,4.0,0.2785134340681443,0.28754408321205277,0.0003877574907185,0.0,0.31666666666666665,0.2833333333333333,shock,full,open,negative,63
42,94,0.0,1.0,0.0,0.0,3.0,4.0,0.2897703763313787,0.28557109845962997,0.00034349201877593327,0.0,0.25,0.2833333333333333,shock,full,open,negative,64
42,95,0.0,1.0,0.0,0.0,4.0,5.0,0.27266349868229617,0.2849049013175317,0.00030128820424982856,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,65
42,96,0.0,1.0,0.0,1.0,6.0,7.0,0.2678761408930359,0.28621278447545234,0.0002564643313863222,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,66
42,97,1.0,0.0,1.0,0.0,4.0,5.0,0.2695522478793344,0.28712218648294163,0.0002180717154774143,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,67
42,98,1.0,0.0,1.0,0.0,3.0,4.0,0.2930843130915545,0.28607626241011513,0.00019119337762781667,0.0,0.31666666666666665,0.2833333333333333,shock,full,open,negative,68
42,99,0.0,1.0,0.0,0.0,4.0,5.0,0.2977709457882112,0.2851611134853525,0.0001677020316665,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,69
42,100,1.0,0.0,1.0,0.0,3.0,4.0,0.28197617430332894,0.28509343110231355,0.00014703198807403331,0.0,0.31666666666666665,0.2833333333333333,shock,full,open,negative,70
43,1,0.0,1.0,0.0,1.0,6.0,7.0,0.10150215756666665,0.09802905188888887,0.0,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,-29
43,2,1.0,0.0,1.0,0.0,6.0,7.0,0.20712299623014416,0.2149458775078886,0.0,0.0,0.3111111111111111,0.2888888888888889,shock,full,open,negative,-28
43,3,0.0,1.0,0.0,0.0,3.0,4.0,0.26103397650984683,0.255167470085163,0.0,0.0,0.25,0.2833333333333333,shock,full,open,negative,-27
43,4,1.0,0.0,1.0,0.0,4.0,5.0,0.26375458231899396,0.26948460157532284,0.0,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,-26
43,5,1.0,0.0,1.0,0.0,4.0,5.0,0.29011683051254117,0.27795167810264065,0.0,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,-25
43,6,1.0,0.0,1.0,0.0,3.0,4.0,0.3033654996312832,0.28148027707163115,0.0,0.0,0.31666666666666665,0.2833333333333333,shock,full,open,negative,-24
43,7,1.0,0.0,1.0,0.0,6.0,7.0,0.3073407515244408,0.2839323128885441,0.0,0.0,0.3111111111111111,0.2888888888888889,shock,full,open,negative,-23
43,8,0.0,1.0,0.0,0.0,6.0,7.0,0.30520595211189305,0.2869686097910696,0.0,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,-22
43,9,0.0,1.0,0.0,0.0,6.0,7.0,0.281597575479567,0.2881449334217953,0.0,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,-21
43,10,0.0,1.0,0.0,0.0,3.0,4.0,0.26800025723881477,0.287704742327028,0.0,0.0,0.25,0.2833333333333333,shock,full,open,negative,-20
43,11,0.0,1.0,0.0,0.0,6.0,7.0,0.2651001474753567,0.286815441575541,0.0,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,-19
43,12,0.0,1.0,0.0,0.0,4.0,5.0,0.262624258007504,0.2873778438326006,0.0,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,-18
43,13,0.0,1.0,0.0,0.0,6.0,7.0,0.26344814758789453,0.28729298943567344,0.0,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,-17
43,14,1.0,0.0,1.0,0.0,4.0,5.0,0.26763773738796665,0.2875804277235709,0.0,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,-16
43,15,1.0,0.0,1.0,0.0,3.0,4.0,0.2920996484768494,0.28630591925530646,0.0,0.0,0.31666666666666665,0.2833333333333333,shock,full,open,negative,-15
43,16,0.0,1.0,0.0,0.0,4.0,5.0,0.2972455797277221,0.28527759226042115,0.0,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,-14
43,17,0.0,1.0,0.0,0.0,3.0,4.0,0.2750218390959367,0.28515180679101687,0.0,0.0,0.25,0.2833333333333333,shock,full,open,negative,-13
43,18,0.0,1.0,0.0,0.0,3.0,4.0,0.26329763119098376,0.2842997446861582,0.0,0.0,0.25,0.2833333333333333,shock,full,open,negative,-12
