protocol,ablation,target_path,expected_direction,window,metric,n_seeds,mean,ci_low,ci_high
shock,one_shot_off,open,negative,post_4_10,commit_latency,50,4.48,4.3657142857142865,4.591428571428571
shock,one_shot_off,open,negative,post_11_30,commit_latency,50,4.465,4.394975,4.537
shock,one_shot_off,open,negative,post_31_plus,commit_latency,50,4.4845,4.428999999999999,4.5344999999999995
shock,one_shot_off,open,negative,post_all,commit_latency,50,4.472857142857142,4.431421428571428,4.514571428571428
shock,one_shot_off,open,negative,pre,h_opp,50,0.27377181917344123,0.2735858854228075,0.2739549513661863
shock,one_shot_off,open,negative,shock,h_opp,50,0.2867801876093825,0.2865123501754682,0.28704853051745477
shock,one_shot_off,open,negative,post_1_3,h_opp,50,0.2866170553185439,0.2863198066413542,0.28690103831177405
shock,one_shot_off,open,negative,post_4_10,h_opp,50,0.2865417718932091,0.28635092281047814,0.2867247753580539
shock,one_shot_off,open,negative,post_11_30,h_opp,50,0.286607977791604,0.2864861528229492,0.28673165029356945
shock,one_shot_off,open,negative,post_31_plus,h_opp,50,0.2866193238700404,0.2865280236782585,0.2867091616171813
shock,one_shot_off,open,negative,post_all,h_opp,50,0.2866188072413227,0.2865442987532412,0.2866904339967037
shock,one_shot_off,open,negative,pre,h_risk,50,0.27115301824797505,0.26984031055136637,0.2723272043868159
shock,one_shot_off,open,negative,shock,h_risk,50,0.283372121223964,0.27946417715574506,0.2873321729128438
shock,one_shot_off,open,negative,post_1_3,h_risk,50,0.28228141507864796,0.27906227686875634,0.28578580420331406
shock,one_shot_off,open,negative,post_4_10,h_risk,50,0.28450000519672936,0.28237993529398675,0.2866799245494532
shock,one_shot_off,open,negative,post_11_30,h_risk,50,0.2831680188824282,0.2818218451144284,0.2845492648954908
shock,one_shot_off,open,negative,post_31_plus,h_risk,50,0.28351784108266254,0.2823707728169857,0.28466272914266083
shock,one_shot_off,open,negative,post_all,h_risk,50,0.2834690181229623,0.2826544409076631,0.2842773783458095
shock,one_shot_off,open,negative,pre,junction_pause_duration,50,5.472413793103449,5.418603448275862,5.524827586206896
shock,one_shot_off,open,negative,shock,junction_pause_duration,50,5.68,5.32,6.02
shock,one_shot_off,open,negative,post_1_3,junction_pause_duration,50,5.3533333333333335,5.1466666666666665,5.566666666666667
shock,one_shot_off,open,negative,post_4_10,junction_pause_duration,50,5.48,5.362857142857142,5.591428571428571
shock,one_shot_off,open,negative,post_11_30,junction_pause_duration,50,5.465,5.395,5.537000000000001
shock,one_shot_off,open,negative,post_31_plus,junction_pause_duration,50,5.484500000000001,5.431,5.5355
shock,one_shot_off,open,negative,post_all,junction_pause_duration,50,5.472857142857143,5.4311357142857135,5.514285714285714
shock,one_shot_off,open,negative,pre,p_covered,50,0.5593103448275862,0.5365517241379311,0.5834482758620689
shock,one_shot_off,open,negative,shock,p_covered,50,0.56,0.42,0.7
shock,one_shot_off,open,negative,post_1_3,p_covered,50,0.58,0.4933333333333333,0.6666666666666665
shock,one_shot_off,open,negative,post_4_10,p_covered,50,0.5457142857142858,0.5028571428571429,0.5885714285714285
shock,one_shot_off,open,negative,post_11_30,p_covered,50,0.56,0.5330000000000001,0.586
