seed,n_trials,n_open,n_covered,p_open,p_covered,mean_reward_total,mean_commit_latency,mean_junction_pause_duration,mean_reorientation_count,p_explore_at_junction,n_commit_bound,n_commit_timeout,p_commit_bound,p_commit_timeout
77,100.0,43.0,57.0,0.43,0.57,0.65,3.66,4.66,1.46,1.0,82.0,18.0,0.82,0.18
78,100.0,29.0,71.0,0.29,0.71,0.69,3.16,4.16,0.91,1.0,95.0,5.0,0.95,0.05
79,100.0,36.0,64.0,0.36,0.64,0.67,3.66,4.66,1.3,1.0,85.0,15.0,0.85,0.15
80,100.0,43.0,57.0,0.43,0.57,0.69,3.16,4.16,0.96,1.0,90.0,10.0,0.9,0.1
81,100.0,44.0,56.0,0.44,0.56,0.7,3.46,4.46,1.23,1.0,87.0,13.0,0.87,0.13
82,100.0,37.0,63.0,0.37,0.63,0.71,3.58,4.58,1.31,1.0,86.0,14.0,0.86,0.14
83,100.0,38.0,62.0,0.38,0.62,0.74,3.54,4.54,1.33,1.0,87.0,13.0,0.87,0.13
84,100.0,34.0,66.0,0.34,0.66,0.61,3.28,4.28,1.05,1.0,93.0,7.0,0.93,0.07
85,100.0,41.0,59.0,0.41,0.59,0.67,3.24,4.24,1.06,1.0,85.0,15.0,0.85,0.15
86,100.0,38.0,62.0,0.38,0.62,0.69,3.52,4.52,1.2,1.0,91.0,9.0,0.91,0.09
87,100.0,39.0,61.0,0.39,0.61,0.7,3.62,4.62,1.4,1.0,93.0,7.0,0.93,0.07
88,100.0,31.0,69.0,0.31,0.69,0.76,3.48,4.48,1.2,1.0,90.0,10.0,0.9,0.1
89,100.0,40.0,60.0,0.4,0.6,0.67,3.42,4.42,1.2,1.0,87.0,13.0,0.87,0.13
90,100.0,30.0,70.0,0.3,0.7,0.78,3.28,4.28,0.97,1.0,96.0,4.0,0.96,0.04
91,100.0,44.0,56.0,0.44,0.56,0.66,3.4,4.4,1.2,1.0,84.0,16.0,0.84,0.16
