seed,n_trials,n_open,n_covered,p_open,p_covered,mean_reward_total,mean_commit_latency,mean_junction_pause_duration,mean_reorientation_count,p_explore_at_junction,n_commit_bound,n_commit_timeout,p_commit_bound,p_commit_timeout
67,100.0,34.0,66.0,0.34,0.66,0.75,3.18,4.18,1.07,1.0,100.0,0.0,1.0,0.0
68,100.0,39.0,61.0,0.39,0.61,0.73,3.35,4.35,1.2,1.0,100.0,0.0,1.0,0.0
69,100.0,26.0,74.0,0.26,0.74,0.67,3.1,4.1,1.05,1.0,100.0,0.0,1.0,0.0
70,100.0,33.0,67.0,0.33,0.67,0.7,3.27,4.27,1.17,1.0,100.0,0.0,1.0,0.0
71,100.0,32.0,68.0,0.32,0.68,0.74,3.27,4.27,1.18,1.0,100.0,0.0,1.0,0.0
72,100.0,30.0,70.0,0.3,0.7,0.68,3.17,4.17,1.06,1.0,100.0,0.0,1.0,0.0
73,100.0,38.0,62.0,0.38,0.62,0.68,3.08,4.08,0.99,1.0,100.0,0.0,1.0,0.0
74,100.0,24.0,76.0,0.24,0.76,0.7,3.03,4.03,0.84,1.0,100.0,0.0,1.0,0.0
75,100.0,27.0,73.0,0.27,0.73,0.62,3.32,4.32,1.19,1.0,100.0,0.0,1.0,0.0
76,100.0,32.0,68.0,0.32,0.68,0.74,3.2,4.2,1.12,1.0,100.0,0.0,1.0,0.0
77,100.0,37.0,63.0,0.37,0.63,0.65,3.34,4.34,1.25,1.0,100.0,0.0,1.0,0.0
78,100.0,28.0,72.0,0.28,0.72,0.69,2.86,3.86,0.75,1.0,100.0,0.0,1.0,0.0
79,100.0,26.0,74.0,0.26,0.74,0.67,3.24,4.24,1.15,1.0,100.0,0.0,1.0,0.0
80,100.0,32.0,68.0,0.32,0.68,0.69,2.93,3.93,0.8,1.0,100.0,0.0,1.0,0.0
81,100.0,38.0,62.0,0.38,0.62,0.7,3.21,4.21,1.01,1.0,100.0,0.0,1.0,0.0
82,100.0,28.0,72.0,0.28,0.72,0.71,3.18,4.18,1.11,1.0,100.0,0.0,1.0,0.0
83,100.0,29.0,71.0,0.29,0.71,0.74,3.19,4.19,1.08,1.0,100.0,0.0,1.0,0.0
84,100.0,33.0,67.0,0.33,0.67,0.61,3.08,4.08,1.06,1.0,100.0,0.0,1.0,0.0
85,100.0,28.0,72.0,0.28,0.72,0.67,3.18,4.18,1.07,1.0,100.0,0.0,1.0,0.0
86,100.0,30.0,70.0,0.3,0.7,0.69,3.18,4.18,1.05,1.0,100.0,0.0,1.0,0.0
87,100.0,34.0,66.0,0.34,0.66,0.7,3.27,4.27,1.21,1.0,100.0,0.0,1.0,0.0
88,100.0,21.0,79.0,0.21,0.79,0.76,3.2,4.2,1.05,1.0,100.0,0.0,1.0,0.0
89,100.0,32.0,68.0,0.32,0.68,0.67,3.08,4.08,0.99,1.0,100.0,0.0,1.0,0.0
90,100.0,28.0,72.0,0.28,0.72,0.78,3.18,4.18,1.03,1.0,100.0,0.0,1.0,0.0
91,100.0,33.0,67.0,0.33,0.67,0.66,3.17,4.17,1.04,1.0,100.0,0.0,1.0,0.0
